expression_id,operation_id,operation_ast,canonical_meaning_ja,must_preserve_ja,expression_ja,connective_expression_ja
expr-candidate-4aa5debbc70f187abb39eb2c6d8b0c4f5ebd4a1761e09f362dd5be943a535ebc,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を残しておく,k未満の値を残しておいて
expr-candidate-86bdc84e89aedb4d5146862565e74145e8c2501d23aa6ca20f5969e70e212701,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を保つ,k未満の値を保って
expr-candidate-7d8efc6b8c6819b179242389918142bb18bcaa8e727c485977584c682085a354,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を抽出する,k未満の値を抽出して
expr-candidate-070f18453125d98ddde47bf29e6e206d51bb7d653811a489d2da1999c08664f1,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を選び出す,k未満の値を選び出して
expr-candidate-86813b18750aa3aec90f1273eae959ad034d1d90f9ef0bfad804f1cc0d0971a6,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を絞る,k未満の値を絞って
expr-candidate-962ca0f5191df4caff5b055bead8b1b094c09e2f77e159f14b13128377617531,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を切り取る,k未満の値を切り取って
expr-candidate-f6fe989f6e25bec906a9ffa17783733bf51181f51af775c506a9290e2b2c912b,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を抜き出す,k未満の値を抜き出して
expr-candidate-1210b0e8a3996bcf43f772d116f4039813efc8c838c1c801e0583fb87046047d,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を引き出す,k未満の値を引き出して
expr-candidate-515baa6a78dd7f235cb820c55644fdf6e8ee4f64be502978d6aa42bc26e011d8,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,kより少ない値を残す,kより少ない値を残して
expr-candidate-e01e693f23ad21795672af4ed6f30cb382bc7e63af405cc549afe2f82193d303,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を選ぶ,k未満の値を選んで
expr-candidate-f11eed3222698a209fa7ab7e7bc8d568875b4b3e5f6083b7f95258cea5186422,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を保存する,k未満の値を保存して
expr-candidate-066da6ac5c74abebf271c3d2ffd4db4164d938ceec123fae84735cfcf43d48e2,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を区別する,k未満の値を区別して
expr-candidate-2d8f3e13ba46dcc3db4798898991d546df7993a11ba4f565e4d55b320f3426e9,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を切り出す,k未満の値を切り出して
expr-candidate-565efdf459a72b32ad442647296be2642d4219a190ba5cd68c055549ae946a9e,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を分ける,k未満の値を分けて
expr-candidate-c1a96da3b58c7c5497fc0c0bee95bdf50060ae362b71aeb190799ed3bcaf1359,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を分け出す,k未満の値を分け出して
expr-candidate-c9b6f0aed89ce2277994ddcac6d883c0132b20c9db06b3af9fda2f3d22dd47f0,atomic-000005,"{""filter"":[""lt_k""]}",kより小さい値だけを残す,kと等しい値は含めない。元の要素順は変えない。,k未満の値を切り抜く,k未満の値を切り抜いて
expr-candidate-03700b0f5a06e83dc5619dc1f955f9ef3bbabdca6d64887d7a13f00d2578ff92,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値のみを残す,k以下の値のみを残し
expr-candidate-3cd31578ed8f1a247dd158f408f38b100dcf9c42c82a10b30921e80b9535ef27,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下のものだけを残す,k以下のものだけを残し
expr-candidate-5873254617e18e266fe1194cc7976d3b99c6bd8d7a892b0aba047b0278776971,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下だけを残す,k以下だけを残し
expr-candidate-668310fe9c119ee875104f557799e52e49971a2303d7cc5711062a72eb9805e9,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下のものを残す,k以下のものを残し
expr-candidate-6f1dcbf9dec1aaa3ea0d9bed40a1c55507291ed9bdd53d5518d0ab013d17181e,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下のものを保持する,k以下のものを保持して
expr-candidate-81dcce103ed10480797bff0e34da0bf789cb723b7eb045a5236a758ede03bb07,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を保持する,k以下の値を保持して
expr-candidate-831acfdae1a4c38386252d91cfce5b727730996a379723c44fd5888acf380362,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を収集する,k以下の値を収集して
expr-candidate-8ad51314ea3a0cc4313874f4daef9d3e80018500e1421505e19161a61f54c906,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を抽出する,k以下の値を抽出して
expr-candidate-adb0bec4c51a3bdfae34e06ce9a991eec34fa019801fea23130c89d260b98ce7,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を残す,k以下の値を残し
expr-candidate-c0cdeaa0343a37da6410046daa6d9f85511d1cbd0946920828e2d7e0f2a5e1ff,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値だけを残す,k以下の値だけを残し
expr-candidate-f91652094dd16f7b45131a6111fdcd8b9eb63d236743b8669e2c380ba09d000c,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を確保する,k以下の値を確保して
expr-candidate-90ebca12138cf85416028cfbad5be65cd4ecd182e3d9c30571876b59382bd198,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下のものを収集する,k以下のものを収集して
expr-candidate-ca85e020dbcab08be5d71afb976495a08394cf88b4b8b92e05b730aaa144d582,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を引き続き残す,k以下の値を引き続いて残して
expr-candidate-da561c0685b87a97d1d463fe3a0e02e348e3254056557c2de06e82822fe56e27,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を取得する,k以下の値を取得して
expr-candidate-0fda7229ee8e3c2c513943cacac0d9b7e4e16cb48092db2cd60dd8cfee53b3c1,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値をセレクトする,k以下の値をセレクトして
expr-candidate-9b5a9c61657b091c20de726e1fa5cbdb6572c6ffadfab0395553b50db694cef2,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を抜き出す,k以下の値を抜き出して
expr-candidate-e13c26e6ea1509d9b2e16bbc5ca1c5e275da9a770cf472654869fa645ba3acfe,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を切り取る,k以下の値を切り取って
expr-candidate-9cdbee2bbfc531e6a92ba505c8b19f0d6e616026c34900046fe7cbec47bc198f,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を保存する,k以下の値を保存して
expr-candidate-b13aef7ab3aafc5065996884d10aa4fd63da10cb122b3ff2424df9956d40222a,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を採用する,k以下の値を採用して
expr-candidate-f0f38a21d18798f1a70e573ac524603f9639018c7f485dfa46a6db0843711b93,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値を留める,k以下の値を留めて
expr-candidate-1b0a26e87cb32e97a61d141562371c807f3795b82e90bea423e2ad28c9bf8073,atomic-000006,"{""filter"":[""le_k""]}",k以下の値だけを残す,kと等しい値を含める。『kより小さい』へ変えない。元の要素順は変えない。,k以下の値に絞る,k以下の値に絞って
expr-candidate-010cf68982522e5915d501d2b40e1bfccee911c670b27141425291e3a9c9f683,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数だけを選び出す,kの倍数だけを選び出して
expr-candidate-12281ae0c18b8ffccc366bb6e7b9ebe3bd130be9c728ba5b8fb140acefd36a5e,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を残すようにする,kの倍数を残しておき
expr-candidate-189b2606dfe15cc54a489ae6296cacd74a485e4c6d6b07098aa26e7384930feb,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を保持する,kの倍数を保持して
expr-candidate-7043e1759dc930fc25ce7c5fc7b57efa7b32baf5d2901f16ae5d1550e4a27540,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を抽出する,kの倍数を抽出して
expr-candidate-7ee8880f16bf553d0d59ff6f7cc051d5f8b8e8652ffb64b0a35aee4a60b606a9,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数だけを残す,kの倍数だけを残し
expr-candidate-9feb86f05dbee78834d0408e54e9fda7f33c1db094eb8c067908ca5c3a4edf58,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数だけを取り出す,kの倍数だけを取り出して
expr-candidate-a7913d0b7dbaf63af9e4b3a80e4520eec58eb5e9747c2852a023ab08f3659e82,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を残す,kの倍数を残して
expr-candidate-da75421b2d00cea37b9e64ba2adc7a859fe698e1aa6de02bddd33c6457c4b523,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を選んで残す,kの倍数を選んで残し
expr-candidate-2badd635342674e5dab0712f4b81b178811088957c6cecacf799072299f83ef5,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数をセレクトする,kの倍数をセレクトして
expr-candidate-b5984906abb458a02af4d58b22f96be1c69008d212eef7848fa2232ce30dcf13,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数だけを残しておく,kの倍数だけを残して
expr-candidate-bc806b3deffe16c4aaf2059eda778930d10791272581de90e425b39b7779e0a8,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数だけを切り取る,kの倍数だけを切り取り
expr-candidate-9970541aba8c5139de7a3e6327e50ed64b3ce0277d4c7798c115c5e157d19d29,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を切り出す,kの倍数を切り出して
expr-candidate-9c6b2d84caf76a4e90921b69f55df4b23d804b8d262b41f02542542bfb6c4790,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を切り取る,kの倍数を切り取って
expr-candidate-e96a4d17271c49de03dd83be09b715da35308a19bad3a7ae66f034be4b7ef827,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を特定して残す,kの倍数を特定して残して
expr-candidate-2c07a10d7654a4aca027b10d9e79935841987b5e856513d579359523b58e8ef6,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を選び出す,kの倍数を選び出して
expr-candidate-2a0cadb09b7b7a1e71ffac4d5fb932b74d5f4073efeebba7925883072fe57741,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数に絞る,kの倍数に絞って
expr-candidate-d541a369c67dceafcd48f44c14186bf493d9daee3fdad898bc188b23c52b5b10,atomic-000007,"{""filter"":[""multiple_of_k""]}",kの倍数だけを残す,kで割り切れる値を選ぶ。kの約数を選ぶ操作へ変えない。元の要素順は変えない。,kの倍数を抜き出す,kの倍数を抜き出して
expr-candidate-057dc7e64f0b2967ea780d2b4f77bb0231a157196ee5efe96f50ddfe6f58213e,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を選び出す,正の値を選び出して
expr-candidate-10463dd7f41776eba960b24f4d4a92ce845042dfca84152d4bf50659827d52b9,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を抽出する,正の値を抽出して
expr-candidate-528c0632e5b8283859c4a194d82e11ea6ec6e6134c4ad24360a1c5d29a4b4c8a,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値だけを残す,正の値だけを残し
expr-candidate-619586d884e724789eecde84c837f049388f599654a78b0c19fe8b0cfbbe5d92,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値のみを残す,正の値のみを残し
expr-candidate-644df4f696ccefe00e6829f4a262fb0fc02b43056ff9d2506173d1620bb28a0e,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を選んで残す,正の値を選んで残し
expr-candidate-6ec028327316d8338e9a6b47572bd4b6070b7b3441669f1a4fe191135eedf331,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値だけを取り出す,正の値だけを取り出して
expr-candidate-740836efec5912e289e39af0fb19ea6a7e51ff7a3af087ee8b1099c61f9567df,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の数だけを残す,正の数だけを残し
expr-candidate-87e789b8bb2ee08cc38d7904aa45b07262eec289b19d84bc84ca0473a3ed2c4e,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値だけを保持する,正の値だけを保持して
expr-candidate-cf1661fe4cb4e85019951cdf12e776deaf71ba759c881410507a8f4897d3860c,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値だけを保有する,正の値だけを保有して
expr-candidate-2718e4a205791796c12f51edd13fa4ba293ca088d1dba52cbd518eb0de2d2052,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を保持する,正の値を保持して
expr-candidate-68afb3c787112f37dfc95695082b9eac80b0997d8846314b11c8434c426fc401,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の数を抽出する,正の数を抽出して
expr-candidate-717e44daab093836950d1e21bb5bae830d1f6f3e8268b2bfada5955e329ccd8e,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の数を選び出す,正の数を選び出して
expr-candidate-51a94ec121f9de48bb23e464bf8b6b5a1829b01c0e9212d61a6d5b4bc67e6a0a,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を切り取る,正の値を切りとって
expr-candidate-efdbb6c75753dd4a03ed97c602c8d907f02a7a27e95da01fd6438d557fed5928,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を残す,正の値を残して
expr-candidate-2c0ca9433ebada85aa1bd472cb92d0ffccf459f85cf970b95a97294e946bc1ba,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を切り抜く,正の値を切り抜いて
expr-candidate-b077ad0930a8c619a5b1ef205b1cacb838372be9ff7172b01cf958fd135e8a87,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値に限定する,正の値に限定して
expr-candidate-e41aa88f843b412978799255ef7b06c7ec89a5c225b8e537fa6b038025d354ad,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を選ぶ,正の値を選んで
expr-candidate-95705989cfc5e2123d484b77ac962e15f764358b8625d6de53680496d33ab3ec,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を見つける,正の値を見つけて
expr-candidate-a5d55016e58daf66b8d5b23b90d94a8d86075b44da7ec34d7d594c2a0d6d4471,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を識別する,正の値を識別して
expr-candidate-a8ad92e2b990b81cf712f17838729919aa6e86758f1a3d08cb46de2e4d03cb37,atomic-000008,"{""filter"":[""positive""]}",正の値だけを残す,0より大きい値を選び、0を含めない。元の要素順は変えない。,正の値を検出する,正の値を検出して
expr-candidate-0386f12313da58463a0f12281e0a40b80f53ce2c51d069368dfe7ef129619197,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値を残す,負の値を残して
expr-candidate-35c072970a208433c8f1e1c651c85223a7f88d5064112bf5e0550456d7e83912,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値だけを残すことにする,負の値だけを残すことにして
expr-candidate-40c08289b6f942ec43c45f5780115aece1f8cff6720c8bf70c595c405cbc2906,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値だけを残すようにする,負の値だけを残すようにして
expr-candidate-60d596526a7ee9c74947e6c8ece1822f60b1f03388ae5be862cd1c0b8a22fe9d,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値を選び出す,負の値を選び出して
expr-candidate-7ab32e8784ea4202e0134b2c94e49c810833883f7d8411b8882d7e3ad2b44476,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値だけを残す,負の値だけを残し
expr-candidate-bc9ca5c60ff1d3c87f2389222eb5c77ebe27cbc8eb9821638e1aeea85fa0d0be,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値だけを選び出す,負の値だけを選び出して
expr-candidate-152fd91a091cf22cb6bd4cddbda187955bae452d0292c9bf317034f92c5a9280,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数だけを残すことにする,負の数だけを残すことにして
expr-candidate-2800d61ef9363a6c1820ecb7974ee2ea36b2a48806124333238c6de49b069ce8,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数を残す,負の数を残して
expr-candidate-551deea60ba85a5156940d9ec48d09e52b45dc3b10e965dd60bc72b4bfc6a688,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数だけを残す,負の数だけを残し
expr-candidate-afb69ecd232cc73c30cfe8f6b8147c8f591bf4ab403dc248cd4946d8edc02ff3,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数だけを選び出す,負の数だけを選び出して
expr-candidate-b18ca75e7f0e2fd882f2c2ccaed3755239adfae329c4f62e4d41f30598f6773e,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数だけを残すようにする,負の数だけを残すようにして
expr-candidate-f2af594eb9320b30bc516769e53ffc10ead1f29b537108362eb52fd444fed606,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数を選び出す,負の数を選び出して
expr-candidate-98a30d42a223e63c22d5f96a487fbca1e761342e3943367ba87c23e5584019cd,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値を切り取り出す,負の値を切り取り出して
expr-candidate-076ed83d923f241ae1349457d3d86c6cb2cffe0b1215d62bd03a7ae11870b1bd,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数を残しておく,負の数を残して
expr-candidate-d3aacb645d47b6fd612e0d5517b925c0dee451c781f1acd98b18585557b30c04,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数を抽出する,負の数を抽出して
expr-candidate-ebe99194f483966a95cf041810861fee0da158dd21d544ff08f2ea2af61258de,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の値を残しておく,負の値を残しておいて
expr-candidate-2c76f7dcdbdec55d7839d0fe1972833888bcb6a2553ca5512e9fd5a4037efd28,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数に絞る,負の数に絞る
expr-candidate-c0f2b2cfa9457c1e5558c0fcfa7fbe5e4594c0a5fe711d1f8fedc30a282e449d,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数を抜き出す,負の数を抜き出して
expr-candidate-6f463bd9ff77b4b4742c66ebf1d79d49d96cfefbd4e8ec60316258e64c425955,atomic-000009,"{""filter"":[""negative""]}",負の値だけを残す,0より小さい値を選び、0を含めない。元の要素順は変えない。,負の数を切り抜く,負の数を切り抜いて
expr-candidate-33f3c4e812e7e69a019512931f98139665e502e0d9be4242fe90673531cc8b6c,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを選び出す,ゼロを選び出して
expr-candidate-536db95ad95d97cee2c7fba7bed07643afe15b8b996aae4bc81e0eeecfe41514,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,零を残す,零を残して
expr-candidate-58dd20bf41eacb6c163dc7c38d68c4a8a6d9be72d8a6e3c681b3dad65f236fae,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロだけを残す,ゼロだけを残して
expr-candidate-8d0ec03788399cac5b8698b52637bfbcb44af3c398db06c1a7420724e96d9e40,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロのみを残す,ゼロのみを残して
expr-candidate-3d3b20939052ca6255b46bda79dd0f57863f64126f863e08d42da176b5b17b42,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを残す,ゼロを残して
expr-candidate-6d3285bb7c38c49ee7c8bcd9a6ec68c62ff16f3bc9d5918c459cf44d88920630,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを抽出する,ゼロを抽出して
expr-candidate-a15a0bfe4de104b1daa9b688a9c7317dbfdc7031e3197ff975337dbe75bb710c,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを抽出しておく,ゼロを抽出しておき
expr-candidate-ce7cf28abb31c8d2ae7178a4fd85a3a5477542644fcd950f0f4e2390da3c3a5b,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを残しておく,ゼロを残しておき
expr-candidate-6282b770dbf7e1fc3b5623c947e6ddad8dc2b75a56a0b3674b83c880ca19759a,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを残すようにする,ゼロを残すようにして
expr-candidate-2de792bd3d4acb2043bade408a206a625e2ceb79de7942cae4a31bc0e1acba3b,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを選ぶ,ゼロを選んで
expr-candidate-9bbb84440011971ac4cc6e426330f018935d6e67ece78e0d36aa8936b1822f35,atomic-000010,"{""filter"":[""zero""]}",ゼロだけを残す,値が0である要素だけを選ぶ。元の要素順は変えない。,ゼロを取り出す,ゼロを取り出して
